file,y_tc_mean,ntc_mean,A_rms,B_rms,C_rms,D_rms,U_A,U_B,U_C,U_D,R_AB,R_AC,R_AD,R_BC,R_BD,R_CD
J2-T95-I3 Tp 4_Processed.unv,98.40103403727214,65.26564836355385,2.574765205383301,2.5513211488723755,2.571790933609009,2.615307927131653,-0.025554088906143413,-0.01687204382409435,-0.02544100166470331,-0.008717159182278333,1.514581705249636,1.0044450781824756,2.9314698024666046,0.6631831578983197,1.9354979611241472,2.9184968557674087
J3-T100-I1 Tp 4_Processed.unv,101.0208257039388,38.40529628097793,2.567716121673584,2.5447267293930054,2.558727622032165,2.6227846145629883,-0.03260317261586021,-0.02346646330346447,-0.03850431324154702,-0.0012404717509428842,1.389351782338962,0.8467407900858405,26.282881968959387,0.6094502492812579,18.917370174393394,31.040056504535343
J3-T100-I2 Tp 4_Processed.unv,101.1770757039388,53.74571298774061,2.574864745140076,2.5390881299972534,2.5753276348114014,2.63433849811554,-0.025454549149368066,-0.029105062699216422,-0.021904300462310733,0.01031341180160883,0.8745746199699258,1.1620799848489116,-2.468101695056655,1.3287373750782665,-2.8220595918293703,-2.123865592072431
J3-T100-I3 Tp 4_Processed.unv,101.23436737060548,63.80048770253515,2.568525552749634,2.5422428846359253,2.568743348121643,2.6139153242111206,-0.031793741539810405,-0.025950308060544547,-0.028488587152069034,-0.01010976210281056,1.2251778077405697,1.1160167884106997,3.1448555580720936,0.9109018963286798,2.5668564498990776,2.817928539005787
J3-T105-I1 Tp 4_Processed.unv,106.8958257039388,46.26735824502256,2.589089274406433,2.5492537021636963,2.5964213609695435,2.6646991968154907,-0.011230019883011089,-0.01893949053277355,-0.0008105743041686431,0.04067411050155956,0.5929420257413088,13.854399066510059,-0.27609749161153746,23.365520514740027,-0.4656399439158567,-0.01992850720454141
J3-T105-I2 Tp 4_Processed.unv,106.88540903727214,60.35209259036184,2.5815433263778687,2.551138997077942,2.5865062475204468,2.639522433280945,-0.018775967911575542,-0.017054195618527945,-0.010725687753265323,0.015497346967013659,1.1009588685130969,1.7505607419775386,-1.2115601432645522,1.5900328268773232,-1.1004590433980772,-0.6920983169632269
J3-T105-I3 Tp 4_Processed.unv,106.8958257039388,69.87429227986847,2.572624683380127,2.551175117492676,2.5754995346069336,2.6164122819900517,-0.02769461090931724,-0.01701807520379406,-0.021732400666778506,-0.007612804323879452,1.6273644685236157,1.2743466004495738,3.637898694236264,0.7830738750279412,2.235454174280119,2.854716835241572
J3-T110-I1 Tp 4_Processed.unv,110.8645757039388,30.408709498912632,2.556593060493469,2.5363978147506714,2.5561527013778687,2.6243449449539185,-0.0437262337959754,-0.03179537794579845,-0.04107923389584345,0.0003198586399872916,1.3752386862806116,1.0644364475453323,-136.70486999417213,0.7740012393224215,-99.40446800831057,-128.42933959037524
J3-T110-I2 Tp 4_Processed.unv,110.8645757039388,47.56394680687632,2.5737287998199463,2.5337958335876465,2.5839147567749023,2.654510378837585,-0.026590494469497905,-0.034397359108823355,-0.013317178498809756,0.03048529252365384,0.7730388366552567,1.996706319726395,-0.872240095740137,2.5829314454182373,-1.1283263587559182,-0.436839452613972
J3-T110-I3 Tp 4_Processed.unv,110.93749237060548,62.94676673844827,2.572296142578125,2.5414706468582158,2.578810930252075,2.634466290473938,-0.028023151711319194,-0.026722545838254064,-0.018421005021636905,0.010441204160006823,1.0486707322325284,1.5212607389446895,-2.683900370290325,1.4506562376410166,-2.559335631096079,-1.7642605909570557
J3-T115-I1 Tp 4_Processed.unv,115.95311737060548,44.567989883039125,2.571380376815796,2.5464364290237427,2.56762170791626,2.643374443054199,-0.028938917473648296,-0.021756763672727164,-0.02961022735745189,0.019349356740268053,1.330111312001987,0.9773284454827177,-1.4956010094859307,0.7347719222173322,-1.1244179310338025,-1.5302951800888493
J3-T115-I2 Tp 4_Processed.unv,116.08853403727214,58.40536449288384,2.592215418815613,2.5531392097473145,2.593258500099182,2.670070171356201,-0.008103875473831401,-0.015053982949155387,-0.003973435174529971,0.046045085042270006,0.5383210211677617,2.0395136998277645,-0.17599870792706615,3.7886569902165737,-0.32694006179672874,-0.08629444751556663
J3-T115-I3 Tp 4_Processed.unv,116.0208257039388,70.57208735556672,2.5905063152313232,2.5604071617126465,2.591368794441223,2.6513149738311768,-0.009812979058120952,-0.0077860309838233555,-0.005863140832488956,0.027289887517245592,1.2603313650445116,1.6736727529628952,-0.3595829792966252,1.3279624703331774,-0.2853082842097845,-0.21484664708800275
J3-T120-I1 Tp 4_Processed.unv,121.01040903727214,40.251237693141,2.571075677871704,2.5429006814956665,2.568406462669373,2.6475263833999634,-0.029243616417740093,-0.025292511200803336,-0.028825472604339097,0.023501297086032213,1.1562164067287737,1.0145060523079872,-1.2443405277030763,0.877436132547435,-1.0762176703785304,-1.2265481559939626
J3-T120-I2 Tp 4_Processed.unv,121.31249237060548,57.20413273464359,2.594865560531616,2.546527624130249,2.5960755348205566,2.681131720542908,-0.005453733757827983,-0.021665568566220816,-0.0011564004531554595,0.057106634228976993,0.25172354656461676,4.716129038990282,-0.09550087886392462,18.735351155477478,-0.3793879443034535,-0.020249844326645325
J3-T120-I3 Tp 4_Processed.unv,121.3020757039388,72.50744563077156,2.591161012649536,2.5548332929611206,2.5924688577651978,2.6565905809402466,-0.009158281639908061,-0.013359899735349234,-0.004763077508514346,0.03256549462631542,0.6855052673543631,1.9227656118417071,-0.281226548068687,2.8048881655751865,-0.41024710014855453,-0.1462614820738947
J3-T125-I1 Tp 4_Processed.unv,126.69790903727214,37.3140631682752,2.6041815280914307,2.5775259733200078,2.6015379428863525,2.6858158111572266,0.00386223380198647,0.009332780623537928,0.004306007612640439,0.0617907248432954,0.41383527137085435,0.8969407742449745,0.06250507356534986,2.1673860018596387,0.15103853607813086,0.0696869574448383
J3-T125-I2 Tp 4_Processed.unv,126.65103403727214,56.80566984927598,2.6314202547073364,2.589762687683105,2.6387622356414795,2.719697952270508,0.03110096041789223,0.021569494986635185,0.04153030036776739,0.09567286595657665,1.4418956232940503,0.7488739581096406,0.3250760819897266,0.5193676615779008,0.2254504949859556,0.43408650877686555
J3-T125-I3 Tp 4_Processed.unv,126.76040903727214,73.39055578407934,2.6219784021377563,2.588994264602661,2.62516987323761,2.688993334770202,0.021659107848312154,0.020801071906191293,0.027937937963897763,0.06496824845627103,1.041249602231579,0.7752579262041708,0.3333798949942527,0.7445457117512058,0.32017289061120563,0.4300244908511316
J3-T130-I1 Tp 4_Processed.unv,130.890625,38.94543537538704,2.569925189018249,2.5484559535980225,2.5776755809783936,2.651676058769226,-0.030394105271195127,-0.01973723909844738,-0.019556354295318545,0.02765097245529491,1.5399370256190525,1.5541805395942818,-1.0992056543521287,1.009249413280068,-0.7137990944209225,-0.7072573786305907
J3-T130-I2 Tp 4_Processed.unv,130.96875,58.43365763626013,2.60527241230011,2.567459464073181,2.622984528541565,2.697336316108704,0.004953118010665669,-0.0007337286232886875,0.02575259326785284,0.07331122979477289,-6.7506130379172244,0.1923347275805689,0.06756288258335598,-0.028491446110190638,-0.010008406970428459,0.35127760562664856
J3-T130-I3 Tp 4_Processed.unv,131.00520833333334,75.04520212178399,2.6079291105270386,2.5770148038864136,2.6176189184188843,2.6796112060546875,0.00760981623759438,0.008821611189943734,0.020386983145172177,0.055586119740756335,0.8626333754393132,0.37326838323287936,0.13690137525492324,0.4327080238957657,0.1587016908373195,0.36676391948661646
J3-T70-I1 Tp 4_Processed.unv,71.85936737060547,60.47113391364527,2.527128219604492,2.5261281728744507,2.5270503759384155,2.532342433929444,-0.073191074684952,-0.042065019822019156,-0.07018155933529657,-0.09168265238448736,1.7399510328208558,1.0428818535546822,0.7983088706684918,0.5993742547248205,0.4588111134221126,0.7654835185284325
J3-T70-I2 Tp 4_Processed.unv,72.31249237060547,40.29337505037137,2.246364116668701,3.485648512840271,2.6026101112365723,2.87556529045105,-0.353955177620743,0.9174553201438012,0.0053781759628601655,0.25154020413711864,-0.3858009974428666,-65.81323855244526,-1.4071515081851342,170.58856505987015,3.6473506225020054,0.021380979558752504
J3-T70-I3 Tp 4_Processed.unv,72.2239507039388,49.69899204942804,2.5119549036026,2.5182974338531494,2.512847900390625,2.548994183540344,-0.0883643906868441,-0.049895758843320426,-0.0843840348830871,-0.07503090277358737,1.7709799937970778,1.0471695363853095,1.1777066171453614,0.5912938260471937,0.665002778840146,1.1246570648059995
J3-T70-I4 Tp 4_Processed.unv,72.0989507039388,54.32608219729579,2.530263304710388,2.5218966007232666,2.533870339393616,2.5463643074035645,-0.07005598957905601,-0.04629659197320324,-0.06336159588009593,-0.07766077891036671,1.513199710674273,1.1056538050529598,0.902076834175358,0.7306727573720503,0.5961386509738347,0.8158763892031732
J3-T75-I1 Tp 4_Processed.unv,75.94790903727214,61.43103887518028,2.5315749645233154,2.527825117111206,2.5305376052856445,2.540916323661804,-0.06874432976612876,-0.040368075585263785,-0.06669432998806757,-0.08310876265212697,1.7029379966585185,1.0307372422577445,0.8271610305868201,0.60526997711029,0.4857258644823617,0.8024945608591694
J3-T75-I2 Tp 4_Processed.unv,76.2239507039388,62.57673114326016,2.5328768491744995,2.528741240501404,2.531536340713501,2.5419487953186035,-0.06744244511494468,-0.03945195219506603,-0.06569559456021112,-0.08207629099532765,1.7094830892393513,1.0265900714717262,0.8217043472247543,0.6005266024178783,0.4806741595732184,0.8004210931504078
J3-T75-I3 Tp 4_Processed.unv,76.5364507039388,63.22144174494311,2.533005118370056,2.529003143310547,2.531680703163147,2.5416606664657597,-0.06731417591938804,-0.039190049385922965,-0.06555123211056513,-0.08236441984817144,1.717634373371503,1.026894136876777,0.8172725072728412,0.5978537416325171,0.47581285047797267,0.7958683158504687
J3-T80-I1 Tp 4_Processed.unv,83.2552007039388,25.30592658041371,2.504309058189392,2.5056856870651245,2.504586100578308,2.5025031566619877,-0.0960102361000521,-0.06250750563134533,-0.092645834695404,-0.12152192965194342,1.5359793216881514,1.0363146537101144,0.790065104915956,0.6746931023596922,0.5143722273862501,0.7623795553671278
J3-T80-I2 Tp 4_Processed.unv,83.0677007039388,24.976198298116525,2.5041873455047607,2.505432605743408,2.5045958757400517,2.5028562545776367,-0.09613194878468345,-0.06276058695306164,-0.09263605953366039,-0.12116883173629445,1.5317248204925187,1.0377378881250103,0.7933719208740085,0.6774962932253918,0.5179598255898886,0.7645205306201903
J3-T80-I3 Tp 4_Processed.unv,83.15624237060547,24.7195007470071,2.504081606864929,2.5053277015686035,2.5044437646865845,2.5029314756393437,-0.096237687424515,-0.06286549112786632,-0.09278817058712763,-0.12109361067458746,1.5308508006208164,1.0371762565805551,0.7947379460270013,0.6775162257222859,0.51914787888193,0.7662515806591604
J3-T85-I1 Tp 4_Processed.unv,88.7708257039388,34.85110468305388,2.7372368574142456,2.8542579412460327,2.8166840076446533,2.8971893787384038,0.1369175631248014,0.2860647485495629,0.21945207237094122,0.2731642924244726,0.4786243807355362,0.6239064486635095,0.5012278944278848,1.3035408846175116,1.0472259972582512,0.8033702737030232
J3-T85-I2 Tp 4_Processed.unv,88.8020757039388,50.9817309984734,2.688639521598816,3.306718945503235,2.945192933082581,3.951263904571533,0.08832022730937172,0.738525752806765,0.3479609978088689,1.327238818257602,0.11958990864395852,0.2538222038260881,0.06654433708118818,2.122438311929514,0.5564377281974777,0.2621690934760873
J3-T85-I3 Tp 4_Processed.unv,88.6614507039388,58.145384878250496,3.614747643470764,2.6774638891220093,2.572042226791382,2.1989500522613525,1.01442834918132,0.10927069642553944,-0.025189708482330264,-0.4250750340525786,9.283626647996922,-40.271539858943086,-2.386468900584368,-4.337910321677171,-0.2570621364980552,0.05925944001504093
J3-T90-I1 Tp 4_Processed.unv,91.93749237060548,37.02602906997586,2.8402891159057617,3.19104528427124,2.679183840751648,3.1659940481185918,0.23996982161631752,0.62285209157477,0.08195190547793585,0.5419689618046606,0.38527577391543605,2.9281786703656976,0.4427741042905124,7.600214881427769,1.1492394130851753,0.1512114369152258
J3-T90-I2 Tp 4_Processed.unv,92.18228403727214,48.67476175255047,2.862518310546875,2.858877778053284,2.719452381134033,3.113161444664001,0.2621990162574308,0.2906845853568143,0.1222204458603211,0.48913635835006986,0.9020052299490957,2.1452958579212136,0.5360448304065298,2.378362992465446,0.594281288631532,0.24986988551124875
J3-T90-I3 Tp 4_Processed.unv,92.3177007039388,58.7831966311294,2.585931181907654,2.5625557899475098,2.5908045768737797,2.6302510499954224,-0.014388112381790386,-0.005637402748960074,-0.006427358399932359,0.006225963681491198,2.552259084991674,2.2385732188112932,-2.310985594818672,0.8770948184590736,-0.9054666935689294,-1.0323475575419554
J3-T95-I1 Tp 4_Processed.unv,98.26561737060548,31.381478633980272,2.704902172088623,2.7929487228393555,2.677290916442871,2.7633230686187744,0.10458287779917885,0.22475553014288563,0.080058981169159,0.13929798230484325,0.46531837384687064,1.3063228668649005,0.7507853026205866,2.807374349018919,1.6134873343034137,0.5747318076291721
J3-T95-I2 Tp 4_Processed.unv,98.37499237060548,47.17009374630731,2.6064393520355225,2.7270883321762085,2.661697030067444,2.648295044898987,0.006120057746078267,0.15889513947973866,0.06446509479373175,0.02426995858505565,0.038516330745652916,0.09493599234842588,0.2521659740221692,2.464824413710298,6.546988488788734,2.656168306501621
J3-T95-I3 Tp 4_Processed.unv,98.43228403727214,57.10820201309557,2.441321849822998,2.408453941345215,2.4785099029541016,2.50525164604187,-0.15899744446644615,-0.159739251351255,-0.11872203231961054,-0.11877344027206105,0.9953561389668864,1.3392412626361594,1.3386616073614477,1.3454895290304867,1.3449071693583863,0.9995671763625541
J4-T100-I1 Tp 4_Processed.unv,101.3020757039388,53.01925903309881,2.5720847845077515,2.5527204275131226,2.5692298412323,2.627359986305237,-0.02823450978169273,-0.015472765183347281,-0.028002094041412295,0.003334899991305651,1.8247875830288178,1.008299941423549,-8.466373760923068,0.5525574323286183,-4.639648932107712,-8.396681793881669
J4-T100-I2 Tp 4_Processed.unv,101.34374237060548,62.00671745444469,2.5749138593673706,2.5499569177627563,2.574319720268249,2.628257155418396,-0.02540543492207359,-0.018236274933713492,-0.022912215005463032,0.004232069104464831,1.3931263382691403,1.1088161889200188,-6.003076579082999,0.7959193351391544,-4.3090683265247804,-5.413951057956653
J4-T100-I3 Tp 4_Processed.unv,101.56249237060548,69.40229670361934,2.567944049835205,2.549679160118103,2.567390918731689,2.6098194122314453,-0.032375244454239116,-0.018514032578366812,-0.02984101654202309,-0.014205674082485853,1.7486868037635834,1.0849243157868715,2.2790361278353197,0.6204223154494335,1.3032843405293049,2.1006406573000307
J4-T105-I1 Tp 4_Processed.unv,106.58853403727214,45.5176083315012,2.571343183517456,2.5535038709640503,2.575375556945801,2.639887809753418,-0.02897611077198814,-0.014689321732419547,-0.02185637832791132,0.015862723439486803,1.9725969176668954,1.32575078712765,-1.8266794401684145,0.6720839798815523,-0.9260277271085539,-1.3778452616468502
J4-T105-I2 Tp 4_Processed.unv,106.79165903727214,57.570414858466506,2.577759861946106,2.552034854888916,2.587731719017029,2.646307110786438,-0.022559432343338237,-0.016158337807553824,-0.009500216256683292,0.022282024472506823,1.3961480823102967,2.3746230331828437,-1.012449850379336,1.7008389462909985,-0.7251736855190672,-0.426362347299517
J4-T105-I3 Tp 4_Processed.unv,106.9427007039388,67.41008633369056,2.57363510131836,2.5538774728775024,2.580015778541565,2.627365231513977,-0.026684192971084375,-0.014315719818967398,-0.01721615673214716,0.0033401452000458853,1.863978431299665,1.5499506298788432,-7.988932029277589,0.8315282000329451,-4.285957334660402,-5.15431386992118
J4-T110-I1 Tp 4_Processed.unv,110.6302007039388,38.62161987198884,2.5752142667770386,2.5559048652648926,2.575307250022888,2.655025839805603,-0.02510502751240562,-0.012288327431577262,-0.021924685250823917,0.031000753491671862,2.0429979305314845,1.1450576017487955,-0.8098199135433889,0.5604790805886471,-0.39638802440329185,-0.7072307212375929
J4-T110-I2 Tp 4_Processed.unv,110.4583257039388,52.377080614011824,2.581296443939209,2.5472733974456787,2.589099168777466,2.6633788347244263,-0.01902285035023521,-0.02091979525079113,-0.00813276649624628,0.039353748410495104,0.9093229700475113,2.3390380578386587,-0.4833809006402571,2.572285243950723,-0.5315832950035353,-0.2066579887489798
J4-T110-I3 Tp 4_Processed.unv,110.3802007039388,63.87977822396583,2.576075553894043,2.551126360893249,2.581841468811035,2.640480875968933,-0.024243740395401225,-0.017066831803220772,-0.015390466462676944,0.01645578965500194,1.4205179189043196,1.5752440287754856,-1.4732650880738525,1.1089223217898654,-1.037132350438929,-0.9352614967339973
J4-T115-I1 Tp 4_Processed.unv,115.4114507039388,43.67174912709802,2.5846540927886963,2.5634214878082275,2.581694841384888,2.66751492023468,-0.015665201500747905,-0.004771704888242301,-0.01553709388882396,0.04348983392074901,3.2829359458812464,1.0082452750070652,-0.3602037554177468,0.3071169500800051,-0.10972000713862738,-0.35725806442804575
J4-T115-I2 Tp 4_Processed.unv,115.7395757039388,57.93609140827248,2.5932838916778564,2.5567290782928467,2.596604704856873,2.681211352348328,-0.007035402611587749,-0.01146411440362316,-0.0006272304168390974,0.057186266034396915,0.6136891489293106,11.21661581248304,-0.12302608824566429,18.277357245198832,-0.20046971412205197,-0.010968200239928677
J4-T115-I3 Tp 4_Processed.unv,115.8958257039388,70.58029803254594,2.5879673957824707,2.559613585472107,2.5907130241394043,2.6569541692733765,-0.012351898506973491,-0.008579607224362906,-0.006518911134307803,0.0329290829594453,1.4396811163917476,1.8947793968179398,-0.3751060581366874,1.3161104742186234,-0.26054801571393144,-0.19796819554119816
J4-T120-I1 Tp 4_Processed.unv,121.54165903727214,36.0757492801583,2.5814932584762573,2.559036135673523,2.5820202827453613,2.673393130302429,-0.01882603581318687,-0.00915705702294689,-0.015211652528350772,0.049368043988498034,2.055904617172335,1.2376062218157942,-0.38134052500789856,0.6019764786160079,-0.18548551417350745,-0.3081275112276039
J4-T120-I2 Tp 4_Processed.unv,121.57290903727214,54.28863888586911,2.6119402647018437,2.5683661699295044,2.621396541595459,2.7112475633621216,0.011620970412399512,0.0001729772330345547,0.024164606321746884,0.08722247704819042,67.18208060408767,0.48090874139096756,0.13323366643186396,0.007158288892912119,0.0019831726739311106,0.27704563249672376
J4-T120-I3 Tp 4_Processed.unv,121.6145757039388,69.99681914898734,2.6099578142166138,2.5766407251358032,2.6153839826583862,2.6861393451690674,0.009638519927169575,0.008447532439333383,0.01815204738467413,0.06211425885513622,1.140986435552555,0.530988032529456,0.1551740309684556,0.465376288432658,0.13599989108837057,0.29223639980972166
J4-T125-I1 Tp 4_Processed.unv,126.5677007039388,35.05422524676157,2.594788074493408,2.5695263147354126,2.5941628217697144,2.6942886114120483,-0.005531219796035991,0.0013331220389427578,-0.0030691135039977446,0.07026352509811717,-4.149072353812833,1.8022206701808756,-0.07872106883780884,-0.43436713474632627,0.018973173308358265,-0.04368003882116621
J4-T125-I2 Tp 4_Processed.unv,126.54686737060548,55.53348843693599,2.626569151878357,2.5793089866638184,2.6334846019744877,2.7323999404907227,0.02624985758891274,0.01111579396734852,0.03625266670077565,0.10837485417679149,2.3614919155589735,0.7240807360621311,0.24221354472220508,0.3066200359575394,0.10256801775451865,0.33451179220630656
J4-T125-I3 Tp 4_Processed.unv,126.51040903727214,73.1144943192599,2.6188052892684937,2.582248330116272,2.622433662414551,2.6991543769836426,0.018485994979049458,0.014055137419802133,0.02520172714083868,0.07512929066971141,1.3152482559867922,0.7335209557559819,0.24605576352795436,0.5577053247682451,0.18707933077116753,0.3354447635028561
J4-T130-I1 Tp 4_Processed.unv,131.421875,40.80897749934301,2.5909900665283203,2.571138858795166,2.600297808647156,2.6913524866104126,-0.009329227761123882,0.002945666098696176,0.0030658733734441057,0.06732740029648143,-3.167102939893027,-3.0429266394142434,-0.13856509712304207,0.96079183315621,0.04375137144349413,0.04553678531984444
J4-T130-I2 Tp 4_Processed.unv,131.43229166666666,60.74134602349475,2.6195104122161865,2.5831143856048584,2.636926531791687,2.7242438793182373,0.01919111792674233,0.014921192908388559,0.03969459651797491,0.10021879300430614,1.2861651239662788,0.48346927819387236,0.19149220771315553,0.37589985079283506,0.14888617654522573,0.3960793712240112
J4-T130-I3 Tp 4_Processed.unv,131.421875,77.29234061340573,2.618452787399292,2.588577628135681,2.627886652946472,2.6990245580673218,0.018133493109847798,0.020384435439211313,0.030654717672760068,0.07499947175339061,0.8895754392572667,0.5915400462474756,0.2417816110688541,0.6649689505157316,0.2717943868489949,0.40873244779053014
J4-T70-I1 Tp 4_Processed.unv,69.35936737060547,31.152387338304223,2.6280285120010376,2.607801914215088,2.612786889076233,2.654516577720642,0.027709217711593404,0.03960872151861805,0.01555495380252081,0.030491491406710924,0.6995736456317759,1.7813757638484848,0.9087524562834219,2.546373458994081,1.2990089920593553,0.5101407994460151
J4-T70-I2 Tp 4_Processed.unv,70.07811737060547,56.64094786171545,2.527459621429444,2.5224099159240723,2.5274927616119385,2.539656162261963,-0.07285967286000039,-0.045783276772397574,-0.06973917366177362,-0.08436892405196827,1.5914036302427133,1.044745284957932,0.8635842364793156,0.6564929632582228,0.5426556909057735,0.8265978788447836
J4-T70-I3 Tp 4_Processed.unv,70.2708257039388,58.06400328354477,2.527923822402954,2.5242472887039185,2.5274338722229004,2.5383217334747314,-0.07239547188649009,-0.04394590399255138,-0.06979806305081171,-0.08570335283919972,1.6473770092148012,1.037213193635295,0.8447215830904721,0.6296149502108614,0.5127676168633047,0.8144146143473501
J4-T70-I4 Tp 4_Processed.unv,69.78124237060547,49.98898608438076,2.4493194818496704,2.4397588968276978,2.4717020988464355,2.483295440673828,-0.15099981243977378,-0.12843429586877209,-0.12552983642727655,-0.14072964564010304,1.1756969695544408,1.2028997785498812,1.0729779909055928,1.0231376023753378,0.9126314166755266,0.8919928409988472
J4-T75-I1 Tp 4_Processed.unv,77.04686737060547,34.254893889446514,2.6430630683898926,2.66332483291626,2.6365795135498047,2.698824167251587,0.042743774100448384,0.09513164021979037,0.03934757827609259,0.07479908093765575,0.44931185882734664,1.0863127026655999,0.5714478515594981,2.417725420158626,1.2718289987958755,0.5260436061893379
J4-T75-I2 Tp 4_Processed.unv,76.96353403727214,45.92151332109944,2.39866042137146,3.2837228775024414,2.60830307006836,2.6793887615203857,-0.20165887291798423,0.7155296848059716,0.011071134794647719,0.05536367520645458,-0.28183159580956807,-18.21483313666049,-3.642440140868282,64.6302026014434,12.924172431431206,0.19997109572951527
J4-T80-I1 Tp 4_Processed.unv,82.99999237060547,31.993936481044607,2.656465530395508,2.660228729248047,2.679155945777893,2.751395463943481,0.05614623610606362,0.09203553655157704,0.08192401050418097,0.12737037762954984,0.6100495331452658,0.685345306711983,0.4408107846658196,1.1234256719753732,0.7225819555882738,0.6431951606711312
J4-T80-I2 Tp 4_Processed.unv,83.19790903727214,44.492639422504006,2.4640082120895386,2.6618653535842896,2.6428619623184204,2.664642214775085,-0.13631108219990562,0.09367216088781971,0.04563002704470831,0.04061712846115384,-1.4551931001479683,-2.9873110104963994,-3.3559999774546676,2.052862269751445,2.306223124005618,1.1234183403277462
J4-T80-I3 Tp 4_Processed.unv,83.27603403727214,52.68596201219144,2.456932663917541,2.466987609863281,2.4919103384017944,2.4930286407470703,-0.14338663037190313,-0.10120558283318903,-0.10532159687191767,-0.13099644556686085,1.4167857776012074,1.361417170177135,1.0945841297557826,0.9609195629293947,0.772582663561917,0.804003470599218
J4-T85-I1 Tp 4_Processed.unv,88.28124237060547,33.725103139027446,2.763230919837952,2.7470691204071045,2.753584265708924,2.823330044746399,0.1629116255485079,0.17887592771063465,0.15635233043521168,0.19930495843246776,0.910752092992904,1.041952013731028,0.8173987583139266,1.1440566777145427,0.8974986328362962,0.7844879107119149
J4-T85-I2 Tp 4_Processed.unv,88.36978403727214,48.97934079511341,2.7175029516220093,3.224371314048767,2.808327317237854,3.093906879425049,0.11718365733256508,0.6561781213522973,0.2110953819641419,0.46988179311111766,0.1785851333949765,0.5551218422791964,0.24938965299481924,3.108443752993896,1.3964748814966836,0.4492520992704692
J4-T85-I3 Tp 4_Processed.unv,88.12499237060547,56.84407939023295,2.614576578140259,2.7371474504470825,2.6527053117752075,2.8373786211013794,0.014257283850814595,0.16895425775061268,0.05547337650149542,0.21335353478744823,0.0843854664607462,0.25701128631371944,0.06682469013235849,3.045681882119761,0.7918980949574237,0.26000683118168316
J4-T90-I1 Tp 4_Processed.unv,92.90103403727214,52.79008632570314,2.5827044248580933,2.5685489177703857,2.58974289894104,2.6289045810699463,-0.017614869431350932,0.00035572507391590236,-0.007489036332672061,0.004879494756015124,-49.518211458760696,2.3520875916308994,-3.609978145716105,-0.047499445604769944,0.07290203016969896,-1.5347974958759951
J4-T90-I2 Tp 4_Processed.unv,93.15103403727214,60.1006701886814,2.58114492893219,2.560531735420227,2.5862860679626465,2.625571608543396,-0.019174365357254253,-0.007661457276242789,-0.010945867311065616,0.0015465222294648306,2.502704729126603,1.7517447281559972,-12.398376817311888,0.6999406313374104,-4.953991045375412,-7.077730343943003
J4-T90-I3 Tp 4_Processed.unv,93.1145757039388,66.28387972328181,2.5685514211654663,2.553303360939026,2.571155905723572,2.603971004486084,-0.031767873123977886,-0.014889831757443961,-0.02607602955013988,-0.02005408182784718,2.133528010354851,1.2182787668227457,1.584110077773039,0.571016063960707,0.7424838437014792,1.300285386984439
J4-T95-I1 Tp 4_Processed.unv,98.84374237060548,35.12354439132305,3.068191885948181,3.218943238258362,2.9863533973693848,3.139883756637573,0.46787259165873696,0.650750045561892,0.38912146209567267,0.5158586703236416,0.7189743509810299,1.2023818710459664,0.9069782453500317,1.6723571145553855,1.261489014333367,0.7543179643593931
J4-T95-I2 Tp 4_Processed.unv,98.9895757039388,55.62715490439818,2.876485228538513,3.3347004652023315,2.996733069419861,3.516326665878296,0.276165934249069,0.7665072725058617,0.39950113414614874,0.8923015795643647,0.3602913425025032,0.6912769718146525,0.30949842583927445,1.9186610674938704,0.8590226556363177,0.4477198553668271
J4-T95-I3 Tp 4_Processed.unv,99.01561737060548,63.501912179452624,2.967213988304138,4.833499670028687,2.726753830909729,3.609150528907776,0.366894694014694,2.2653064773322176,0.1295218956360169,0.9851254425938447,0.16196249720999106,2.832684714912939,0.3724344922496944,17.4897569728148,2.299510680962258,0.13147756624271575
J5-T100-I1 Tp 4_Processed.unv,101.21353403727214,68.90111675119952,2.575977087020874,2.5672528743743896,2.5739821195602417,2.614301443099976,-0.02434220726857017,-0.0009403183220801914,-0.0232498157134704,-0.009723643213955135,25.887198725129426,1.0469849554320065,2.503403995082299,0.040444119371466365,0.09670432176395258,2.3910601409256595
J5-T100-I2 Tp 4_Processed.unv,101.3802007039388,73.03763894528592,2.5722721815109253,2.5605568885803223,2.5718919038772583,2.609452962875366,-0.0280471127785189,-0.007636304116147574,-0.0253400313964538,-0.014572123438564955,3.6728648246487516,1.1068302299911097,1.9247100737763823,0.30135338021784114,0.5240350967614085,1.7389388377943398
J5-T100-I3 Tp 4_Processed.unv,101.5364507039388,76.53499569742235,2.566343188285828,2.557009696960449,2.5661659240722656,2.5984275341033936,-0.03397610600361611,-0.011183495736020621,-0.031066011201446475,-0.02559755221053761,3.038057759899115,1.0936745558771361,1.327318554687012,0.3599913636643478,0.43689707687818563,1.2136321061455904
J5-T105-I1 Tp 4_Processed.unv,107.06249237060548,37.12689383969805,2.5670928955078125,2.546802043914795,2.5712214708328247,2.6444884538650517,-0.033226398781631694,-0.021391148781674918,-0.026010464440887393,0.020463367551120548,1.5532779057708037,1.277424278876049,-1.6237014117362252,0.8224054910780025,-1.0453386388255321,-1.2710744883953908
